GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1410466151	2022-05-01 09:12:50.911305	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-30	17:35:00	obsr940190	S108576299	Stationary	P21	EBIRD	55			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1393879173	2022-04-16 11:49:24.518411	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			8169 Grayson Grove, Montgomery US-AL (32.3310,-86.1544)	L10927216	P	32.3310190	-86.1544470	2022-04-16	10:30:00	obsr234761	S107187888	Stationary	P21	EBIRD	11			1	0		0	1	0		Rainy. Windy. 62.		
URN:CornellLabOfOrnithology:EBIRD:OBS1404407884	2022-04-25 20:19:56.770795	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-25	16:05:00	obsr940190	S108071900	Stationary	P21	EBIRD	45			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399431876	2022-04-21 19:59:31.668416	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-21	18:08:00	obsr665305	S107656420	Traveling	P22	EBIRD	11	0.326		1	1		0	1	0		Feeders empty		
URN:CornellLabOfOrnithology:EBIRD:OBS1409517818	2022-04-30 14:29:16.974383	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			130–198 Watson Cir, Montgomery US-AL (32.3797,-86.2186)	L6927098	P	32.3797280	-86.2186340	2022-04-30	13:18:00	obsr665305	S108498370	Traveling	P22	EBIRD	11	1.337		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1398570340	2022-04-20 21:27:18.377904	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			home - back yard	L8643237	P	32.0492756	-86.2220963	2022-04-19	09:08:00	obsr688433	S107583088	Stationary	P21	EBIRD	180			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1381733612	2022-04-03 10:46:04.462217	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-03	09:38:00	obsr186678	S106170661	Stationary	P21	EBIRD	8			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1410457774	2022-05-01 09:10:10.829231	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-29	18:00:00	obsr940190	S108575942	Stationary	P21	EBIRD	40			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1404432725	2022-04-25 20:52:20.268393	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-25	15:10:00	obsr106380	S108074389	Traveling	P22	EBIRD	180	0.805		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1381086439	2022-04-02 16:49:23.931292	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The National Memorial For Peace And Justice	L13946863	H	32.3718558	-86.3137808	2022-04-02	15:31:00	obsr979173	S106118483	Traveling	P22	EBIRD	35	0.225		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1388042681	2022-04-10 11:22:36.106773	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-10	10:12:00	obsr665305	S106698646	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch.		
URN:CornellLabOfOrnithology:EBIRD:OBS1404410926	2022-04-25 20:30:11.695408	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery East Exchange Park	L7650910	P	32.3995123	-86.2546706	2022-04-25	18:10:00	obsr940190	S108072305	Traveling	P22	EBIRD	40	0.644		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399866648	2022-04-22 10:14:05.506369	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2022-04-22	09:02:00	obsr143232	S107688398	Traveling	P22	EBIRD	11	0.572		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1389136284	2022-04-11 11:47:45.778327	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34047, -86.18369	L13538170	P	32.3404660	-86.1836940	2022-04-11	10:44:00	obsr698531	S106790830	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1404820610	2022-04-26 09:55:28.767496	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-26	08:44:00	obsr665305	S108104722	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch. 70 degrees cloudy.		
URN:CornellLabOfOrnithology:EBIRD:OBS1399216707	2022-04-21 15:35:13.382579	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-21	08:20:00	obsr940190	S107635120	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1391020780	2022-04-13 12:53:51.974728	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-13	11:44:00	obsr665305	S106947489	Stationary	P21	EBIRD	9			1	1		0	1	0		Sun porch.		
URN:CornellLabOfOrnithology:EBIRD:OBS1406520252	2022-04-27 20:10:10.511528	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-27	18:10:00	obsr940190	S108248916	Stationary	P21	EBIRD	40			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1401088242	2022-04-23 12:00:18.166598	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34050, -86.18367	L13733013	P	32.3404960	-86.1836690	2022-04-23	10:55:00	obsr698531	S107791524	Stationary	P21	EBIRD	60			1	1		0	1	0			Male, female, 1 juvenile male	
URN:CornellLabOfOrnithology:EBIRD:OBS1399431874	2022-04-21 19:59:31.666683	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-21	18:08:00	obsr665305	S107656420	Traveling	P22	EBIRD	11	0.326		1	1		0	1	0		Feeders empty		
URN:CornellLabOfOrnithology:EBIRD:OBS1408469185	2022-04-29 18:06:00.971122	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-29	16:42:00	obsr665305	S108409715	Stationary	P21	EBIRD	9			1	1		0	1	0		Four or five White-winged Doves flushed from tree as Cooper’s Hawk flew in.  He chased one but gave up quickly.		
URN:CornellLabOfOrnithology:EBIRD:OBS1395223932	2022-04-17 13:10:49.217437	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			8169 Grayson Grove, Montgomery US-AL (32.3310,-86.1544)	L10927216	P	32.3310190	-86.1544470	2022-04-17	11:10:00	obsr234761	S107300659	Stationary	P21	EBIRD	15			1	1		0	1	0		Cloudy. Breezy. 66.		
URN:CornellLabOfOrnithology:EBIRD:OBS1383562502	2022-04-05 09:20:36.43331	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-05	07:56:00	obsr665305	S106322697	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. Light rain followed by hard rain, thunder.		
URN:CornellLabOfOrnithology:EBIRD:OBS1380640104	2022-04-02 10:20:37.721422	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-02	09:08:00	obsr665305	S106077198	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 55 degrees overcast.		
URN:CornellLabOfOrnithology:EBIRD:OBS1388026256	2022-04-10 11:05:35.337108	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-10	09:54:00	obsr665305	S106696668	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 63 degrees sunny.		
URN:CornellLabOfOrnithology:EBIRD:OBS1395326165	2022-04-17 14:31:51.731598	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			70–98 Boardwalk, Pike Road US-AL 32.34562, -86.03291	L18556586	P	32.3456180	-86.0329100	2022-04-17	12:29:00	obsr2935536	S107309707	Stationary	P21	EBIRD	61			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1404407887	2022-04-25 20:19:56.773504	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-25	16:05:00	obsr940190	S108071900	Stationary	P21	EBIRD	45			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1381711307	2022-04-03 10:26:26.90326	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				12					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-03	08:35:00	obsr186678	S106168318	Traveling	P22	EBIRD	42	1.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1395282696	2022-04-17 13:58:17.691306	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			B	L17937964	P	32.1761960	-86.3521210	2022-04-17	12:34:00	obsr2929208	S107306009	Stationary	P21	EBIRD	20			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1385626224	2022-04-07 21:22:37.282836	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-07	18:10:00	obsr665305	S106497932	Stationary	P21	EBIRD	8			1	1		0	1	0		Yard.		
URN:CornellLabOfOrnithology:EBIRD:OBS1407322572	2022-04-28 16:33:05.309781	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-13	11:41:00	obsr456189	S108312967	Traveling	P22	EBIRD	61	4.380		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399968941	2022-04-22 11:46:56.010917	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-22	10:32:00	obsr665305	S107697294	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch. 75 degrees sunny. Stallworth cutting grass.		
URN:CornellLabOfOrnithology:EBIRD:OBS1410462301	2022-05-01 09:10:10.820922	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-29	18:00:00	obsr940190	S108575942	Stationary	P21	EBIRD	40			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1398570344	2022-04-20 21:27:18.377904	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			home - back yard	L8643237	P	32.0492756	-86.2220963	2022-04-19	09:08:00	obsr688433	S107583088	Stationary	P21	EBIRD	180			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1410469884	2022-05-01 09:12:50.914999	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-30	17:35:00	obsr940190	S108576299	Stationary	P21	EBIRD	55			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1386926686	2022-04-09 11:10:48.289608	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-09	09:44:00	obsr665305	S106604211	Stationary	P21	EBIRD	11			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380765123	2022-04-02 12:10:54.264456	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-02	11:05:00	obsr665305	S106089389	Stationary	P21	EBIRD	6			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390888942	2022-04-13 10:51:16.674818	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				6					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park Golf course	L18487837	P	32.4011830	-86.2227080	2022-04-13	08:24:00	obsr456189	S106937170	Traveling	P22	EBIRD	83	1.232		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390487492	2022-04-12 20:06:51.614219	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-12	18:56:00	obsr665305	S106905204	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399504899	2022-04-21 21:17:15.316993	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-21	15:50:00	obsr940190	S107661716	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380248606	2022-04-01 19:30:36.641475	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-01	17:34:00	obsr186678	S106046064	Traveling	P22	EBIRD	45	3.663		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1402674642	2022-04-24 13:52:25.428627	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2022-04-23	08:30:00	obsr658500	S107924718	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380928710	2022-04-02 14:19:13.015777	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34045, -86.18369	L11676932	P	32.3404500	-86.1836880	2022-04-02	13:15:00	obsr698531	S106103309	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1397985467	2022-04-20 10:32:34.708996	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-20	09:22:00	obsr665305	S107532406	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1398632900	2022-04-20 23:11:17.130159	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-20	18:35:00	obsr940190	S107588084	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1393192250	2022-04-15 17:45:16.067773	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1812 Brookstone Dr, Montgomery US-AL 32.34905, -86.16891	L18522272	P	32.3490530	-86.1689100	2022-04-15	16:31:00	obsr234761	S107130502	Stationary	P21	EBIRD	10			1	1		0	1	0		Sunny. Light breeze. 83.		
URN:CornellLabOfOrnithology:EBIRD:OBS1404904566	2022-04-26 11:01:49.427389	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-26	09:46:00	obsr665305	S108111184	Stationary	P21	EBIRD	11			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1397270882	2022-04-19 13:26:43.476747	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-19	11:42:00	obsr665305	S107472500	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch. 62 degrees sunny.		
URN:CornellLabOfOrnithology:EBIRD:OBS1389982978	2022-04-12 10:39:49.363809	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-12	09:28:00	obsr665305	S106860690	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch.		
URN:CornellLabOfOrnithology:EBIRD:OBS1392442976	2022-04-15 00:52:54.275477	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Ramer, Alabama	L5830207	P	32.0545640	-86.2193860	2022-04-13	09:25:00	obsr688433	S107066743	Stationary	P21	EBIRD	90			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1381834703	2022-04-03 12:03:12.608228	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-03	10:42:00	obsr665305	S106178999	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch. 71 degrees sunny.		
URN:CornellLabOfOrnithology:EBIRD:OBS1406112972	2022-04-27 13:04:04.005328	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-27	09:00:00	obsr940190	S108212436	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1384495769	2022-04-06 12:19:22.816214	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-06	11:04:00	obsr665305	S106400655	Stationary	P21	EBIRD	12			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1409255199	2022-04-30 11:51:41.518797	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-30	10:44:00	obsr665305	S108476636	Stationary	P21	EBIRD	8			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1409167960	2022-04-30 11:07:03.100641	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34043, -86.18379	L12518390	P	32.3404340	-86.1837930	2022-04-30	09:51:00	obsr698531	S108469914	Stationary	P21	EBIRD	14			1	1		0	1	0			Male and female.	
URN:CornellLabOfOrnithology:EBIRD:OBS1389148053	2022-04-11 11:59:16.525494	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-11	10:40:00	obsr665305	S106791849	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch. 66 degrees partly cloudy.		
URN:CornellLabOfOrnithology:EBIRD:OBS1397648442	2022-04-19 21:06:18.287459	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-12	17:55:00	obsr940190	S107505744	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392227684	2022-04-14 18:53:17.053626	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Sellers	L18506936	P	32.3524490	-86.2841840	2022-04-14	17:38:00	obsr2929208	S107050589	Stationary	P21	EBIRD	14			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1406077904	2022-04-27 12:30:42.060856	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-26	17:00:00	obsr106380	S108209563	Traveling	P22	EBIRD	60	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1402420920	2022-04-24 11:30:16.478581	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			AUM pond	L18665449	P	32.3722870	-86.1760460	2022-04-24	10:18:00	obsr186678	S107903846	Traveling	P22	EBIRD	11	0.520		1	1		0	1	0				
